title,date,excerpt,url,author
Warriors Waive Marquese Chriss,2020-01-07T18:03:00Z,"The Golden State Warriors have waived forward Marquese Chriss, the team announced today. Chriss, 22, appeared in 37 games (three starts) for the Warriors this season, posting averages of 7.4 points, 5.4 rebounds and 1.9 assists in 17.7 minutes per game. Chriss signed as a free agent with Golden State on September 30, 2019.",https://www.nba.com/warriors/news/warriors-waive-marquese-chriss-20200107,gswdgrinfelds
Warriors Recall Guard Jordan Poole from Santa Cruz,2020-01-05T00:35:18Z,"The Golden State Warriors have recalled guard Jordan Poole from the team’s G League affiliate in Santa Cruz, the team announced today. Poole appeared in three games (all starts) for Santa Cruz, averaging 26.0 points (46.3% from the field, 42.3% from three), 6.3 rebounds, 5.7 assists and 1.67 steals in 35.1 minutes per game. He was originally assigned by Golden State on December 28, 2019.",https://www.nba.com/warriors/news/poole-recalled-scw-20200104,Andy Fahey
Warriors Statement on the Passing of David Stern,2020-01-01T21:14:00Z,,https://www.nba.com/warriors/news/statement-david-stern-20200101,gswdgrinfelds
Warriors Recall Forward Alen Smailagić From Santa Cruz,2019-12-31T18:27:41Z,"The Golden State Warriors have recalled forward Alen Smailagić from the team’s G League affiliate in Santa Cruz, the team announced today. Smailagić has played in 12 games (10 starts) with Santa Cruz this season, posting averages of 16.8 points, 5.9 rebounds, 1.1 assists and 1.2 steals in 25.4 minutes per game (51.4 FG%, 37.5 3FG%). The rookie forward has appeared in two games for Golden State, posting 4.5 points and 3.0 rebounds in 12.2 minutes per game. He is expected to be in uniform for tonight’s game at San Antonio.",https://www.nba.com/warriors/news/warriors-recall-smailagic-20191231,gswdgrinfelds
Warriors Assign Forward Alen Smailagić to Santa Cruz,2019-12-30T00:00:00Z,"The Golden State Warriors have assigned forward Alen Smailagić to the team’s G League affiliate in Santa Cruz, the team announced today. Smailagić has played in 11 games (nine starts) with Santa Cruz this season, posting averages of 16.8 points on 51.5 percent shooting from the field, 5.8 rebounds, 1.2 assists and 1.28 steals in 25.3 minutes per game. The rookie forward has appeared in two games for Golden State, averaging 4.5 points and 3.0 rebounds in 12.2 minutes per game.",https://www.nba.com/warriors/news/warriors-assign-smailagic-scw-20191229,gswdgrinfelds
Warriors Recall Forward Alen Smailagić From Santa Cruz,2019-12-29T01:05:10Z,"The Golden State Warriors recalled forward Alen Smailagić from the team’s G League affiliate in Santa Cruz, the team announced today.",https://www.nba.com/warriors/news/warriors-recall-smailagic-20191228,gswdgrinfelds
Warriors Assign Jordan Poole and Alen Smailagić to Santa Cruz,2019-12-28T23:20:57Z,"The Golden State Warriors have assigned guard Jordan Poole and forward Alen Smailagić to the team’s G League affiliate in Santa Cruz, the team announced today. Poole has appeared in 29 games (nine starts) for Golden State during his rookie campaign, recording averages of 7.1 points, 2.0 rebounds and 1.8 assists in 21.7 minutes per game. Selected by the Warriors with the 28th overall selection of the 2019 NBA Draft, the University of Michigan product has scored in double-figures nine times, including two efforts of 20-or-more points.",https://www.nba.com/warriors/news/poole-smailagic-assigned-scw-20191228,gswdgrinfelds
Warriors President Rick Welts Wins Sporttechie Outstanding Executive Award,2019-12-27T19:55:00Z,"Golden State Warriors President and Chief Operating Officer Rick Welts was named Outstanding Executive as part of the third annual SportTechie Awards, the publication announced today. The awards are presented to individuals who have made an unmistakable impact on the ever-evolving sports technology space.",https://www.nba.com/warriors/news/rick-welts-executive-award-20191227,Golden State Warriors
Warriors Recall Forward Alen Smailagić from Santa Cruz,2019-12-24T00:00:00Z,"The Golden State Warriors have recalled forward Alen Smailagić from the team’s G League affiliate in Santa Cruz, the team announced today. In 11 games (nine starts) with Santa Cruz this season, Smailagić has posted averages of 16.8 points on 51.5 percent shooting from the field, 5.8 rebounds, 1.2 assists and 1.28 steals in 25.3 minutes per game. The rookie forward has yet to appear in a game for Golden State.",https://www.nba.com/warriors/news/smailagic-recalled-scw-20191223,Andy Fahey
Warriors Launch Poster Series to Benefit Warriors Community Foundation,2019-12-23T21:00:00Z,"The Golden State Warriors today introduced a new commemorative Warriors Poster Series, a program that will benefit the Warriors Community Foundation. The team will work with Bay Area artists over a select list of games to design and produce themed posters that will be available for purchase in limited quantities.",https://www.nba.com/warriors/news/poster-series-20191223,Andy Fahey
Warriors Named Franchise of the Decade Across All Pro Sports Teams from Sports Business Journal,2019-12-16T16:00:00Z,"The Golden State Warriors have been named ‘Franchise of the Decade’ across all professional sports teams by the Sports Business Journal/Daily, it was announced today. Over the last 10 years, the Warriors have demonstrated innovation, led the league and all professional sports in a variety of business categories and won three NBA Championships, in addition to building and opening Chase Center, the team’s new, state-of-the-art arena in San Francisco’s Mission Bay neighborhood.",https://www.nba.com/warriors/news/sbj-team-of-decade-20191216,Andy Fahey
Warriors Assign Forward Alen Smailagić to Santa Cruz,2019-12-12T20:28:26Z,"The Golden State Warriors have assigned forward Alen Smailagić to the team’s G League affiliate in Santa Cruz, the team announced today. Santa Cruz hosts the Agua Caliente Clippers tomorrow night at Kaiser Permanente Arena (7 p.m. tipoff). In six games (four starts) with Santa Cruz this season, Smailagić has averaged 12.0 points, 5.3 rebounds and 1.3 assists in 21.9 minutes per game. The rookie forward has yet to appear in a game for Golden State.",https://www.nba.com/warriors/news/smailigic-assigned-scw-20191212,gswdgrinfelds
Warriors Recall Forward Alen Smailagić from Santa Cruz,2019-12-11T19:30:00Z,"The Golden State Warriors have recalled forward Alen Smailagić from the team’s G League affiliate in Santa Cruz, the team announced today. In six games (four starts) with Santa Cruz this season, Smailagić has posted averages of 12.0 points, 5.3 rebounds and 1.3 assists in 21.9 minutes per game. The rookie forward has yet to appear in a game for Golden State.",https://www.nba.com/warriors/news/smailagic-recalled-from-scw-20191211,Andy Fahey
Warriors to Host Annual Season of Giving Community Events During Holidays,2019-12-06T18:35:00Z,"As part of the NBA Cares Season of Giving league-wide campaign, the Golden State Warriors players, coaches and front office staff will host events throughout the month to brighten the lives of Bay Area families and youth this holiday season, it was announced today. Members of the Warriors organization will engage with disadvantaged families, youth with life-threatening medical conditions and local community groups to spread holiday cheer.",https://www.nba.com/warriors/news/release-20191206,Golden State Warriors
Warriors at Jazz Tip-Off Time Changed,2019-12-04T18:03:00Z,"The tip-off time for the game between the Golden State Warriors and Utah Jazz in Salt Lake City on Friday, December 13 has been moved from 8:30 p.m. to 7 p.m. local time (6 p.m. PST), the NBA announced. The game will air exclusively on NBC Sports Bay Area, with pregame coverage beginning at 5 p.m.",https://www.nba.com/warriors/news/warriors-jazz-tip-off-change-20191204,gswdgrinfelds
Warriors Receive Advanced Screening of 'Just Mercy' Film,2019-11-20T01:04:00Z,"While on the road in Memphis on Monday evening, the Dubs were treated to a private screening of the profound film Just Mercy, directed by Destin Daniel Cretton and starring Jamie Foxx and Michael B. Jordan.",https://www.nba.com/warriors/news-blogs/just-mercy-screening-20191119,Golden State Warriors
Warriors Assign Looney and Smailagić to Santa Cruz,2019-11-19T23:54:00Z,"The Golden State Warriors have assigned forwards Kevon Looney and Alen Smailagić to the team’s G League affiliate in Santa Cruz, the team announced today. Looney, who has missed the last 13 games due to neuropathy, has appeared in one game for Golden State this season. The forward recorded three points, nine rebounds and one assist in 10 minutes opening night versus the Los Angeles Clippers on Oct. 24.",https://www.nba.com/warriors/news/release-20191119,Golden State Warriors
Warriors Injury Update,2019-11-19T23:29:00Z,"Warriors center Kevon Looney, who has missed the last 13 games due to Neuropathy, has been cleared to begin accelerated on-court basketball activities. He will participate in select practice sessions with the Santa Cruz Warriors this week and will re-join the Golden State Warriors over the weekend. We will continue to monitor his progress and will provide another update on his status on Sunday.",https://www.nba.com/warriors/news/warriors-injury-updates-20191119,Golden State Warriors
"Santa Cruz Warriors to Host Austin Spurs at Chase Center on Saturday, March 14",2019-11-19T20:10:00Z,"The Santa Cruz Warriors will host their home game against the Austin Spurs at Chase Center on Saturday, March 14, marking the fourth time the G League team has played on Golden State’s home court.",https://www.nba.com/warriors/news/scw-game-chase-center-20191119,Andy Fahey
D'Angelo Russell Injury Update,2019-11-16T19:42:00Z,"Warriors guard D’Angelo Russell, who suffered a sprained right thumb during last night’s game against the Boston Celtics at Chase Center, underwent an MRI last night. The MRI confirmed the sprain. Russell will be re-evaluated in two (2) weeks and will not travel with the team on its upcoming four-game road trip to New Orleans, Memphis, Dallas and Utah.",https://www.nba.com/warriors/news/russell-injury-update-20191116,Golden State Warriors
Rookie Eric Paschall Knows No Fear,2019-11-14T23:46:00Z,"“I just can’t be scared,” said Warriors’ 41st overall pick of the 2019 Draft Eric Paschall after a Wednesday night 120-94 loss to the Los Angeles Lakers. Even though the night extended the Dubs’ losing streak to five games, Paschall added a bright spot for the team with one play on four-time NBA Most Valuable Player LeBron James. The play developed at the top of the right side of the three-point line where, after a two quick crossovers, Paschall drove towards the bucket with James in front of him. Paschall pushed James to the rim where he then made a left-handed layup.",https://www.nba.com/warriors/news-blogs/eric-paschall-20191114,Golden State Warriors
